density,pop,county,state
274.5339241,374264,Brazoria,Texas
1.2126528967,1200,Motley,Texas
3.5364956816,3278,Donley,Texas
41.944468269,51153,Atascosa,Texas
6.4731226341,8175,Coleman,Texas
16.133821887,14714,Nolan,Texas
1.0690237627,4886,Hudspeth,Texas
38.920780674,51584,Medina,Texas
14.358497738,11998,Ward,Texas
94.6913653,82737,Henderson,Texas
73.943031064,66553,Harrison,Texas
2.3702184395,2138,Menard,Texas
54.959455356,49859,Lamar,Texas
26.681861992,25346,Fayette,Texas
528.06043458,590551,Williamson,Texas
3.4668682783,4337,Kimble,Texas
23.594229205,20938,Hutchinson,Texas
59.388218198,35882,Washington,Texas
49.160835028,12388,Morris,Texas
249.84889377,83396,Orange,Texas
10.444717572,9366,Stephens,Texas
9.5213322415,8010,Winkler,Texas
2762.5492191,4713325,Harris,Texas
12.464006149,18705,Andrews,Texas
48.432225567,48155,Burnet,Texas
25.503644872,26988,Gillespie,Texas
19.534326919,20837,Gonzales,Texas
3021.0825913,2635516,Dallas,Texas
6.6725194955,5951,Lynn,Texas
0.6518692887,743,McMullen,Texas
19.693857231,18010,Young,Texas
14.201545914,14179,Zapata,Texas
242.49884518,175817,Johnson,Texas
146.52184064,61643,Hood,Texas
48.322452085,37084,Hopkins,Texas
10.718279654,9836,Ochiltree,Texas
0.2986147935,272,King,Texas
4.3074404297,3664,Knox,Texas
247.43116597,256623,McLennan,Texas
49.998321227,52646,Cherokee,Texas
2.7710147494,2726,Concho,Texas
20.756749454,5331,Delta,Texas
0.9122369874,1932,Edwards,Texas
19.816341085,18360,Eastland,Texas
21.627863961,20083,Jones,Texas
1.0041704612,2274,Jeff Davis,Texas
4.5767673443,5200,Jim Hogg,Texas
46.790818631,40482,Jim Wells,Texas
582.74698473,607391,Montgomery,Texas
4.8478760867,7287,Dallam,Texas
7.6184187949,10124,Dimmit,Texas
82.300711375,276652,Webb,Texas
941.89227299,811688,Fort Bend,Texas
2.0756584535,1887,Armstrong,Texas
8.4186334778,7530,Castro,Texas
1.4607093906,1536,Irion,Texas
34.811964901,30680,Kleberg,Texas
36.163100451,21358,Willacy,Texas
47.160623334,41257,Cooke,Texas
6.3730385172,5737,Crosby,Texas
14.137416564,12728,Dawson,Texas
4.260521797,3830,Fisher,Texas
6.2208760739,11157,Duval,Texas
27.98492027,18443,Burleson,Texas
16.821952593,11931,Blanco,Texas
37.850964854,35529,Jasper,Texas
287.05274407,251565,Jefferson,Texas
2.6962148766,3667,Kinney,Texas
1.4075090488,2112,Oldham,Texas
12.687695533,12893,Lamb,Texas
3.468088415,3233,Lipscomb,Texas
7.4924861882,7984,McCulloch,Texas
4.6014581538,4274,Mason,Texas
2.4519694288,2211,Dickens,Texas
27.406054534,17239,Lee,Texas
2434.4302532,2102515,Tarrant,Texas
54.332129287,57735,Anderson,Texas
197.53540232,184826,Ellis,Texas
17.795080504,14760,Jackson,Texas
47.673994342,52600,Kerr,Texas
24.409933651,24823,Milam,Texas
14.540076693,13635,Comanche,Texas
22.596724105,17297,Falls,Texas
7.5189120099,7093,Brooks,Texas
46.453807288,30032,Austin,Texas
0.2770058497,404,Kenedy,Texas
432.17903384,362294,Nueces,Texas
22.3818677,21493,Colorado,Texas
96.230941374,66730,San Patricio,Texas
54.538367195,12514,Rains,Texas
151.01212562,137713,Randall,Texas
4.9373619627,3452,Real,Texas
5.3333307745,6055,San Saba,Texas
2.1310173264,2793,Schleicher,Texas
1.3980192646,1291,Sterling,Texas
9.1258940976,11840,Zavala,Texas
42.005446996,21290,Calhoun,Texas
6.439660462,5926,Carson,Texas
1.6397013696,1155,Foard,Texas
22.463610852,19717,Freestone,Texas
8.988145465,7658,Goliad,Texas
10.121847605,8461,Hamilton,Texas
5.6580632326,3933,Hardeman,Texas
9.3788807722,8545,Mitchell,Texas
80.652548179,32750,Titus,Texas
1.7177763975,1546,Briscoe,Texas
20.783549883,20154,Lavaca,Texas
76.159621626,88219,Liberty,Texas
13.879898312,12337,Terry,Texas
77.38222196,69984,Wise,Texas
0.2526846656,169,Loving,Texas
33.528159616,36643,Matagorda,Texas
3.3214837841,15823,Pecos,Texas
19.967069855,17074,Robertson,Texas
825.36062823,104915,Rockwall,Texas
58.87860041,54406,Rusk,Texas
150.76844719,138034,Taylor,Texas
1.6448372763,1501,Throckmorton,Texas
21.117142815,14651,Trinity,Texas
93.048938054,72971,Walker,Texas
70.576539615,45539,Wood,Texas
29.218905059,23112,Bandera,Texas
93.267957402,23510,Aransas,Texas
10.489428085,7306,Childress,Texas
3.6808994862,2853,Cochran,Texas
3.7152563309,3387,Coke,Texas
279.18162034,156209,Comal,Texas
72.183136949,75951,Coryell,Texas
4.2139012929,3819,Hemphill,Texas
18.657980077,22968,Houston,Texas
23.274474875,20940,Moore,Texas
49.634141212,50113,Navarro,Texas
129.25618245,117415,Potter,Texas
15.522268573,8237,San Augustine,Texas
18.447292328,16703,Scurry,Texas
3.57109341,3265,Shackelford,Texas
52.840176094,64633,Starr,Texas
1.4732963018,1350,Stonewall,Texas
2.9460512889,3657,Upton,Texas
99.890257551,88723,Bastrop,Texas
40.090958632,37864,Brown,Texas
3.3548691802,2964,Hall,Texas
36.995617217,32565,Bee,Texas
37.71211127,10725,Franklin,Texas
17.914411486,20306,Frio,Texas
6.110289723,4797,Crane,Texas
30.059982974,21428,Lampasas,Texas
62.583169139,58191,Rutland,Vermont
38.982170228,27037,Orleans,Vermont
88.438827029,7235,Grand Isle,Vermont
42.053568485,28892,Orange,Vermont
305.21506861,163774,Chittenden,Vermont
55.270513776,25362,Lamoille,Vermont
20.311530418,8259,Benton,Mississippi
13.676416201,7713,Franklin,Mississippi
40.04425448,22124,Coahoma,Mississippi
24.226590338,16383,Jasper,Mississippi
98.009284839,68098,Jones,Mississippi
35.367668867,14286,Walthall,Mississippi
46.075711377,35252,Monroe,Mississippi
64.637114568,32174,Pontotoc,Mississippi
22.479955521,17010,Holmes,Mississippi
16.842892656,12297,Amite,Mississippi
148.73165309,106272,Madison,Mississippi
24.482865997,14361,Calhoun,Mississippi
45.305490493,24573,Marion,Mississippi
45.682011867,19383,Tishomingo,Mississippi
24.895267243,20183,Wayne,Mississippi
19.061698139,13586,Greene,Mississippi
49.978391123,35294,Marshall,Mississippi
16.769884482,6792,Quitman,Mississippi
68.45154097,55535,Pearl River,Mississippi
39.090929753,22786,Leake,Mississippi
14.985073815,10417,Noxubee,Mississippi
51.072172722,29118,Neshoba,Mississippi
200.22178346,155271,Rankin,Mississippi
69.96925998,28321,Tate,Mississippi
60.510539926,43909,Washington,Mississippi
29.228846945,12586,Lawrence,Mississippi
49.902573387,34192,Panola,Mississippi
18.499476747,11973,Perry,Mississippi
25.918831808,12108,Yalobusha,Mississippi
34.084547719,17103,Chickasaw,Mississippi
15.831861263,9947,Carroll,Mississippi
36.106448403,28065,Copiah,Mississippi
51.18070712,24500,George,Mississippi
49.175348365,20758,Grenada,Mississippi
266.53483115,231840,Hinds,Mississippi
13.444036679,6990,Jefferson,Mississippi
36.372465058,21018,Newton,Mississippi
69.332278998,28815,Union,Mississippi
60.546741636,25126,Prentiss,Mississippi
10.008801405,4321,Sharkey,Mississippi
48.086327833,22015,Tippah,Mississippi
19.63194311,8210,Choctaw,Mississippi
160.7087323,74897,Forrest,Mississippi
100.49706734,47632,Hancock,Mississippi
43.900550469,23390,Itawamba,Mississippi
85.514469568,54019,Lafayette,Mississippi
3.2127211451,1327,Issaquena,Mississippi
198.69615004,143617,Jackson,Mississippi
115.9279,58595,Lowndes,Mississippi
47.440181907,28183,Leflore,Mississippi
21.1842105,9632,Tunica,Mississippi
12.726618613,8630,Wilkinson,Mississippi
18.440123367,8988,Claiborne,Mississippi
362.73502365,208080,Harrison,Mississippi
27.244699908,11128,Jefferson Davis,Mississippi
105.33991289,74125,Lauderdale,Mississippi
58.260962685,34153,Lincoln,Mississippi
46.163081769,28124,Scott,Mississippi
45.247071086,26658,Simpson,Mississippi
29.567667395,17955,Winston,Mississippi
32.189892424,29690,Yazoo,Mississippi
24.727984045,18174,Attala,Mississippi
34.937106621,30628,Bolivar,Mississippi
127.53420101,63343,Lamar,Mississippi
189.87249178,85436,Lee,Mississippi
96.054561794,39288,Pike,Mississippi
21.401899377,13809,Tallahatchie,Mississippi
25.01462249,15916,Smith,Mississippi
41.15965934,18336,Stone,Mississippi
77.109021141,45381,Warren,Mississippi
22.471815104,15541,Clarke,Mississippi
12.714988419,9742,Kemper,Mississippi
24.018344857,9775,Montgomery,Mississippi
108.21201709,49587,Oktibbeha,Mississippi
35.986645721,25110,Sunflower,Mississippi
23.006334151,9689,Webster,Mississippi
92.372228,36953,Alcorn,Mississippi
66.385698464,30693,Adams,Mississippi
47.104613236,19316,Clay,Mississippi
388.28481855,184945,DeSoto,Mississippi
45.034236115,18636,Covington,Mississippi
19.268154104,8064,Humphreys,Mississippi
3083.2498462,566747,Delaware,Pennsylvania
56.789630979,55062,Windsor,Vermont
77.906075915,49402,Franklin,Vermont
46.212791143,29993,Caledonia,Vermont
53.751162248,42222,Windham,Vermont
52.548430542,35470,Bennington,Vermont
47.991200971,36777,Addison,Vermont
9.2872322452,6163,Essex,Vermont
85.015103457,58409,Washington,Vermont
1.9435561113,13188,Millard,Utah
10.409040896,72259,Tooele,Utah
73.145411344,177556,Washington,Utah
1.9764677901,7886,Kane,Utah
22.530456613,42145,Summit,Utah
2.6557803164,9754,Grand,Utah
1.9500600175,1479,Piute,Utah
2.4133815766,2483,Rich,Utah
28.963952129,34091,Wasatch,Utah
2.5978544162,6710,Beaver,Utah
9.754606799,56046,Box Elder,Utah
16.63634295,54839,Iron,Utah
19.459338557,30939,Sanpete,Utah
11.316802821,21620,Sevier,Utah
317.47180642,636235,Utah,Utah
451.5456437,260213,Weber,Utah
6.1625590916,19938,Duchesne,Utah
1.9575843226,15308,San Juan,Utah
1563.7909353,1160437,Salt Lake,Utah
7.9720978547,35734,Uintah,Utah
1.3630111895,950,Daggett,Utah
1188.6425946,355481,Davis,Utah
1.1015759028,2711,Wayne,Utah
13.83398268,20463,Carbon,Utah
2.2436977594,10012,Emery,Utah
19.902535509,12124,Morgan,Utah
110.14476045,128289,Cache,Utah
0.9760106343,5051,Garfield,Utah
3.5430830948,12017,Juab,Utah
117.55260414,37109,Isle of Wight,Virginia
537.51192904,76523,James ,Virginia
56.145042895,26586,Russell,Virginia
962.50702174,7967,Franklin,Virginia
66.697624633,30104,Smyth,Virginia
4613.7166166,47266,Charlottesville,Virginia
2979.3064496,7446,Lexington,Virginia
109.07035122,54885,Campbell,Virginia
1415.7121477,330818,Henrico,Virginia
132.22665565,50557,Henry,Virginia
149.39775014,26836,King George,Virginia
62.600480979,17148,King William,Virginia
79.543888345,10603,Lancaster,Virginia
53.799294298,23423,Lee,Virginia
75.768093728,37591,Louisa,Virginia
102.82827026,8834,Mathews,Virginia
81.193649014,10582,Middlesex,Virginia
65.155746788,22802,Prince Edward,Virginia
144.54183668,38353,Prince George,Virginia
47.122935316,9023,Richmond,Virginia
96.433336892,81948,Rockingham,Virginia
40.248041999,21566,Scott,Virginia
339.26237221,136215,Spotsylvania,Virginia
23.022091656,6422,Surry,Virginia
47.606548078,15911,Appomattox,Virginia
83.094170867,14619,Clarke,Virginia
81.14712084,56042,Franklin,Virginia
22.290055024,7025,King and Queen,Virginia
48.914969459,30587,Mecklenburg,Virginia
254.71501409,98535,Montgomery,Virginia
109.93842635,23091,New Kent,Virginia
78.13057894,75558,Augusta,Virginia
33.384680579,9932,Cumberland,Virginia
43.328718768,14318,Dickenson,Virginia
84.641503328,23753,Goochland,Virginia
41.469634322,33911,Halifax,Virginia
801.79464032,413538,Loudoun,Virginia
41.358210649,13261,Madison,Virginia
1400.8710868,470335,Prince William,Virginia
375.92578025,94186,Roanoke,Virginia
29.424441602,17631,Southampton,Virginia
5.2750379552,2190,Highland,Virginia
28.664847282,16231,Brunswick,Virginia
58.234332607,30725,Caroline,Virginia
171.47072076,37348,Gloucester,Virginia
55.309166175,11710,Northampton,Virginia
36.45892739,17608,Patrick,Virginia
113.95633117,29652,Powhatan,Virginia
37.839714209,22573,Rockbridge,Virginia
85.846098474,43616,Shenandoah,Virginia
109.90946311,71222,Fauquier,Virginia
70.784131107,51361,Wayne,Pennsylvania
530.20538373,278299,Dauphin,Pennsylvania
200.73439178,155027,Franklin,Pennsylvania
142.18097912,44923,Union,Pennsylvania
47.306013177,47888,Bedford,Pennsylvania
279.9324603,170271,Monroe,Pennsylvania
51.613688264,45144,Huntingdon,Pennsylvania
241.38631598,206865,Washington,Pennsylvania
11796.782748,1584064,Philadelphia,Pennsylvania
496.54394588,449058,York,Pennsylvania
101.6217853,84073,Indiana,Pennsylvania
464.49105414,253370,Cumberland,Pennsylvania
1665.5479101,1216045,Allegheny,Pennsylvania
339.3825051,348899,Westmoreland,Pennsylvania
16.961175813,7247,Forest,Pennsylvania
231.70158614,121829,Blair,Pennsylvania
239.37776967,85512,Lawrence,Pennsylvania
52.573032394,60323,Bradford,Pennsylvania
189.13291868,130192,Cambria,Pennsylvania
699.4921241,524989,Chester,Pennsylvania
491.78051037,421164,Berks,Pennsylvania
68.363626408,73447,Somerset,Pennsylvania
112.24554929,46138,Mifflin,Pennsylvania
7.96985334,3617,Mercer,Missouri
24.450448455,12088,Madison,Missouri
26.825578604,18289,Wright,Missouri
628.53851175,249948,Clay,Missouri
24.882881679,20563,Vernon,Missouri
20.687849425,15573,Dent,Missouri
30.127358442,22761,Saline,Missouri
25.19145179,22092,Nodaway,Missouri
7.5498265512,2013,Worth,Missouri
9.8858060775,7426,Chariton,Missouri
22.628482873,9850,Grundy,Missouri
34.514395664,20627,Morgan,Missouri
16.9563298,12873,Wayne,Missouri
7.755320204,6270,Reynolds,Missouri
1959.2565868,994205,St. Louis,Missouri
91.144708953,38280,Scott,Missouri
68.879713742,31952,Stone,Missouri
45.996873574,35789,Barry,Missouri
19.853718018,11754,Barton,Missouri
263.23792216,180463,Boone,Missouri
30.242182817,14349,Cedar,Missouri
196.00416998,76745,Cole,Missouri
32.216496676,23920,Crawford,Missouri
28.334995611,14706,Gasconade,Missouri
18.400244116,10125,Iron,Missouri
28.60590525,15227,Livingston,Missouri
18.867769507,15117,Macon,Missouri
38.869666034,16132,Moniteau,Missouri
13.331281979,10529,Oregon,Missouri
32.083799368,15805,Pemiscot,Missouri
62.060204177,42339,Pettis,Missouri
35.848721732,17894,Ste. Genevieve,Missouri
8.1349161498,8166,Shannon,Missouri
51.268681755,24748,Randolph,Missouri
16.205291803,13185,Douglas,Missouri
53.83678693,29131,Dunklin,Missouri
112.68290408,103967,Franklin,Missouri
31.313821239,21824,Henry,Missouri
21.563161223,10001,Howard,Missouri
1162.931543,703011,Jackson,Missouri
62.698438166,38355,Lawrence,Missouri
43.231385744,25619,Miller,Missouri
96.154009665,52607,Pulaski,Missouri
9.0776127673,4696,Putnam,Missouri
88.441821947,55928,Taney,Missouri
21.573721249,25398,Texas,Missouri
213.99931143,87364,Buchanan,Missouri
21.154235866,9020,Caldwell,Missouri
53.612240095,44743,Callaway,Missouri
151.84868186,105780,Cass,Missouri
48.661263911,20387,Clinton,Missouri
31.357063255,17709,Cooper,Missouri
31.200586164,16878,Dallas,Missouri
13.371403179,6571,Gentry,Missouri
23.931304507,9544,Hickory,Missouri
94.184155997,59013,Lincoln,Missouri
32.022690754,13180,Mississippi,Missouri
13.346540623,8644,Monroe,Missouri
93.214223988,58236,Newton,Missouri
12.314564686,9174,Ozark,Missouri
27.298538048,18302,Pike,Missouri
717.24099366,402022,St. Charles,Missouri
19.635728617,12133,Bollinger,Missouri
14.432745408,6621,Stewart,Georgia
904.33168193,195769,Muscogee,Georgia
44.680007989,11137,Pulaski,Georgia
46.298679791,17137,Rabun,Georgia
72.309950917,12037,Towns,Georgia
34.603078806,6901,Treutlen,Georgia
27.976777812,7985,Turner,Georgia
26.571642734,9416,Irwin,Georgia
23.82421753,8165,Atkinson,Georgia
36.173410386,18386,Appling,Georgia
39.29810477,11164,Bacon,Georgia
43.113474666,19109,Brantley,Georgia
66.76745971,16700,Ben Hill,Georgia
27.064154321,22383,Burke,Georgia
416.74254951,67580,Catoosa,Georgia
43.849500395,10907,Chattahoochee,Georgia
79.11550459,24789,Chattooga,Georgia
540.25162678,156714,Columbia,Georgia
44.215082308,26404,Decatur,Georgia
193.20052674,98498,Floyd,Georgia
1087.7329881,244252,Forsyth,Georgia
163.74088544,45328,Habersham,Georgia
112.74742334,26205,Hart,Georgia
236.15375655,117406,Lowndes,Georgia
33.332243495,14378,McIntosh,Georgia
42.230671796,21167,Meriwether,Georgia
69.625311737,27578,Monroe,Georgia
64.172226769,22119,Putnam,Georgia
61.141832579,29524,Sumter,Georgia
7.8979492606,1537,Taliaferro,Georgia
18.476713947,5254,Warren,Georgia
8.8841493582,3038,Baker,Georgia
90.566155149,39627,Bryan,Georgia
135.75048129,24936,Butts,Georgia
44.445931938,10803,Candler,Georgia
86.727841636,54666,Camden,Georgia
240.45156181,119992,Carroll,Georgia
38.176318159,12404,Crawford,Georgia
19.879066674,10190,Early,Georgia
82.04501741,22372,Crisp,Georgia
73.065025763,43273,Coffee,Georgia
336.80589489,148509,Coweta,Georgia
2237.0896015,760141,Cobb,Georgia
73.599328187,31369,Gilmer,Georgia
92.631502469,16116,Dade,Georgia
289.43893691,94593,Walton,Georgia
20.824246163,9777,Wilkes,Georgia
31.341228373,15457,Brooks,Georgia
41.545982312,20605,Dodge,Georgia
162.61519552,57963,Gordon,Georgia
54.668554458,19194,Elbert,Georgia
614.54094882,258773,Cherokee,Georgia
588.65191144,114421,Fayette,Georgia
24.979491545,8676,Jenkins,Georgia
84.275042377,29992,Lee,Georgia
408.12156823,111744,Newton,Georgia
140.44249934,32591,Pickens,Georgia
47.26782481,18324,Greene,Georgia
83.358192876,45600,Colquitt,Georgia
75.606139957,17270,Cook,Georgia
123.83548313,26108,Dawson,Georgia
2062.8050676,292256,Clayton,Georgia
2019.9144194,1063937,Fulton,Georgia
520.20744436,204441,Hall,Georgia
50.022473825,201513,Hawaii,Hawaii
1622.7267286,974563,Honolulu,Hawaii
144.13488696,167417,Maui,Hawaii
116.62341805,72293,Kauai,Hawaii
7.1718016358,86,Kalawao,Hawaii
3.779136259,4531,Oneida,Idaho
9.3661953988,24030,Cassia,Idaho
32.356177425,18112,Gem,Idaho
4.4665908139,5366,Lincoln,Idaho
3.1082233059,11392,Valley,Idaho
3.1508540036,4294,Adams,Idaho
20.928511828,13876,Franklin,Idaho
47.632942636,40408,Nez Perce,Idaho
40.858854222,24412,Jerome,Idaho
133.8663393,165697,Kootenai,Idaho
8.0155129595,3838,Lewis,Idaho
27.792751447,21039,Minidoka,Idaho
45.208745419,86878,Twin Falls,Idaho
1.5418208549,11823,Owyhee,Idaho
8.7275555573,23021,Blaine,Idaho
4.1225429927,7831,Boise,Idaho
9.65177045,12245,Boundary,Idaho
1.1611962075,2597,Butte,Idaho
4.0556768849,7155,Caribou,Idaho
20.812506505,15179,Gooding,Idaho
457.77677936,481587,Ada,Idaho
78.929151368,87808,Bannock,Idaho
6.2773658062,6125,Bear Lake,Idaho
22.357037187,46811,Bingham,Idaho
63.806604204,119062,Bonneville,Idaho
1.029570572,1106,Camas,Idaho
391.53410967,229849,Canyon,Idaho
3.5632406956,8756,Clearwater,Idaho
27.312384314,29871,Jefferson,Idaho
37.27969564,40108,Latah,Idaho
1.7588825118,8027,Lemhi,Idaho
58.863243267,23951,Payette,Idaho
11.96759507,9298,Benewah,Idaho
26.389392882,45739,Bonner,Idaho
0.4792572274,845,Clark,Idaho
0.8766446642,4315,Custer,Idaho
8.9464372041,27511,Elmore,Idaho
7.0275126439,13099,Fremont,Idaho
85.041109855,39907,Madison,Idaho
4.8843098868,12882,Shoshone,Idaho
1.9660280113,16667,Idaho,Idaho
27.036844278,12142,Teton,Idaho
5.4714759693,7681,Power,Idaho
7.0165419169,10194,Washington,Idaho
22.309337817,17708,Hancock,Illinois
367.52447012,262966,Madison,Illinois
122.10203892,51054,Grundy,Illinois
162.39877206,109862,Kankakee,Illinois
27.505176669,15437,Mercer,Illinois
2815.8528427,922921,DuPage,Illinois
224.20718355,194672,Sangamon,Illinois
24.473855357,5761,Alexander,Illinois
38.792438458,12196,Menard,Illinois
55.237769219,31782,Randolph,Illinois
95.729465059,108669,LaSalle,Illinois
5450.3843595,5150233,Cook,Illinois
66.753786025,50643,Ogle,Illinois
179.14804066,104009,Macon,Illinois
59.157679676,33658,Morgan,Illinois
78.862673903,44498,Stephenson,Illinois
22.715501847,16215,Wayne,Illinois
27.348431398,13537,White,Illinois
72.875882999,38459,Woodford,Illinois
94.074307236,38469,Franklin,Illinois
17.545059174,6646,Henderson,Illinois
50.366264505,29682,McDonough,Illinois
510.07020571,307774,McHenry,Illinois
144.95426442,171517,McLean,Illinois
43.162778934,14501,Moultrie,Illinois
47.338086834,20916,Perry,Illinois
18.71771172,15561,Pike,Illinois
11.3242727,4177,Pope,Illinois
331.91723838,141879,Rock Island,Illinois
394.83773394,259686,St. Clair,Illinois
28.521693745,21634,Shelby,Illinois
51.584466676,11520,Wabash,Illinois
210.50729637,209689,Champaign,Illinois
18.669812165,4739,Calhoun,Illinois
31.120672586,10766,Cumberland,Illinois
26.690862654,12961,Ford,Illinois
35.337261018,21235,Jo Daviess,Illinois
1025.1137169,532403,Kane,Illinois
402.79407915,128990,Kendall,Illinois
42.12493578,15678,Lawrence,Illinois
21.515944816,6578,Brown,Illinois
64.982627613,37205,Marion,Illinois
29.569778959,11438,Marshall,Illinois
24.768617548,13359,Mason,Illinois
24.265366799,27114,Iroquois,Illinois
45.531319283,32304,Christian,Illinois
28.154649273,13184,Clay,Illinois
14.947822627,4828,Gallatin,Illinois
97.246239961,56750,Jackson,Illinois
89.890218553,34637,Monroe,Illinois
289.59864737,179179,Peoria,Illinois
40.281928891,16653,Union,Illinois
550.65493316,282572,Winnebago,Illinois
37.214117327,16344,Piatt,Illinois
26.766584671,5335,Pulaski,Illinois
15.476773913,6768,Schuyler,Illinois
18.542654276,5342,Stark,Illinois
27.531445419,17161,Edgar,Illinois
43.187795669,16426,Bond,Illinois
190.70683907,53544,Boone,Illinois
37.542669859,32628,Bureau,Illinois
32.11673175,14305,Carroll,Illinois
99.592136412,50621,Coles,Illinois
42.076580411,18667,Crawford,Illinois
29.780643438,21336,Fayette,Illinois
58.900059082,21773,Jersey,Illinois
35.847017731,5739,Putnam,Illinois
39.334840021,15638,De Witt,Illinois
47.042800536,34096,Lee,Illinois
46.303240843,28618,Logan,Illinois
52.059522393,44926,Macoupin,Illinois
43.087580814,15513,Richland,Illinois
61.820001107,23491,Saline,Illinois
24.684183229,13887,Washington,Illinois
40.37463679,28414,Montgomery,Illinois
80.653498449,55175,Whiteside,Illinois
76.519560184,65435,Adams,Illinois
79.254531794,37562,Clinton,Illinois
166.15067683,104897,DeKalb,Illinois
28.754539444,6395,Edwards,Illinois
19.429302478,9610,Jasper,Illinois
65.972900584,37684,Jefferson,Illinois
84.333088722,75758,Vermilion,Illinois
826.37524942,690743,Will,Illinois
158.48353042,66597,Williamson,Illinois
30.797315124,15441,Clark,Illinois
46.718229094,19465,Douglas,Illinois
71.032076133,34008,Effingham,Illinois
39.667635105,34340,Fulton,Illinois
23.882255596,12969,Greene,Illinois
18.67260633,8116,Hamilton,Illinois
21.540244686,3821,Hardin,Illinois
59.428708102,48913,Henry,Illinois
36.123786904,12417,Johnson,Illinois
69.374739081,49699,Knox,Illinois
1569.1260633,696535,Lake,Illinois
34.157766537,35648,Livingston,Illinois
58.050474498,13772,Massac,Illinois
19.741648421,4951,Scott,Illinois
203.88278094,131803,Tazewell,Illinois
32.327006058,12147,Cass,Illinois
31.05548238,16844,Warren,Illinois
83.619607076,40515,Harrison,Indiana
95.439909021,36520,Huntington,Indiana
183.67620597,109888,LaPorte,Indiana
75.134923424,30996,Wabash,Indiana
47.713490117,24102,White,Indiana
59.966439611,33562,Jasper,Indiana
53.231877818,20436,Jay,Indiana
30.542602409,10255,Martin,Indiana
407.5470632,170389,Porter,Indiana
108.79302183,44729,Shelby,Indiana
63.446502807,28324,Ripley,Indiana
51.105463359,20277,Spencer,Indiana
46.221558379,20669,Sullivan,Indiana
58.140600531,15148,Tipton,Indiana
392.32152734,195732,Tippecanoe,Indiana
265.2407105,107038,Vigo,Indiana
163.71008447,62998,Warrick,Indiana
857.14024676,338011,Hamilton,Indiana
119.82111161,43475,DeKalb,Indiana
104.34906183,39614,LaGrange,Indiana
205.8677649,83779,Bartholomew,Indiana
40.627391464,16581,Rush,Indiana
160.41872841,67843,Boone,Indiana
54.219276739,19974,Fulton,Indiana
973.34320163,485493,Lake,Indiana
75.969901722,38338,Montgomery,Indiana
116.20954268,47744,Noble,Indiana
105.55976829,35777,Adams,Indiana
317.30135426,118302,Clark,Indiana
107.44071773,23102,Fayette,Indiana
73.335620447,26225,Clay,Indiana
418.56402865,170311,Hendricks,Indiana
100.02217785,42736,Dubois,Indiana
59.19997401,22758,Franklin,Indiana
158.82833351,65769,Grant,Indiana
255.48719537,78168,Hancock,Indiana
86.731831454,44231,Jackson,Indiana
281.64884456,82544,Howard,Indiana
68.195205289,5875,Ohio,Indiana
53.98189615,20799,Owen,Indiana
38.084544724,16937,Parke,Indiana
54.522839314,24665,Randolph,Indiana
101.20933212,33964,Whitley,Indiana
21.524663329,8748,Benton,Indiana
48.373734188,15092,Brown,Indiana
79.984257434,32399,Clinton,Indiana
78.195799548,37576,Putnam,Indiana
43.761969841,7054,Union,Indiana
54.577519984,28036,Washington,Indiana
77.650982373,33351,Daviess,Indiana
162.11122311,49458,Dearborn,Indiana
122.4151072,47972,Henry,Indiana
70.915811337,36594,Knox,Indiana
101.00659482,45370,Lawrence,Indiana
286.70778078,129569,Madison,Indiana
50.214788474,19169,Perry,Indiana
37.059264584,12389,Pike,Indiana
28.484470155,12353,Pulaski,Indiana
62.112735767,25427,Posey,Indiana
112.03546637,34594,Steuben,Indiana
22.663054412,8265,Warren,Indiana
60.335370079,15498,Vermillion,Indiana
76.873101102,28296,Wells,Indiana
577.03834878,379299,Allen,Indiana
71.286353726,26559,Decatur,Indiana
291.08588966,114135,Delaware,Indiana
530.67969719,78522,Floyd,Indiana
89.585351019,32308,Jefferson,Indiana
73.646318083,27735,Jennings,Indiana
493.58716198,158167,Johnson,Indiana
95.002636908,35516,Miami,Indiana
174.54683103,70489,Morgan,Indiana
69.055160301,33659,Gibson,Indiana
34.807309838,13984,Newton,Indiana
49.31496019,19646,Orange,Indiana
593.64377524,271826,St. Joseph,Indiana
149.51197031,79456,Kosciusko,Indiana
104.2739732,46258,Marshall,Indiana
48.720392551,10751,Switzerland,Indiana
776.50862047,181451,Vanderburgh,Indiana
71.225374545,11758,Blackford,Indiana
54.421434495,20257,Carroll,Indiana
125.38268259,23873,Scott,Indiana
376.23008348,148431,Monroe,Indiana
41.312454839,16346,Fountain,Indiana
445.49761916,206341,Elkhart,Indiana
74.382759895,22995,Starke,Indiana
34.609095333,10577,Crawford,Indiana
91.443726156,37689,Cass,Indiana
58.845938331,31922,Greene,Indiana
2432.3168245,964582,Marion,Indiana
163.99070715,65884,Wayne,Indiana
35.811923904,25645,Benton,Iowa
24.888899587,14439,Butler,Iowa
159.97222714,97311,Dubuque,Iowa
13.615908945,6960,Fremont,Iowa
25.614067098,14773,Hamilton,Iowa
11.466615017,6619,Pocahontas,Iowa
11.50776661,6121,Taylor,Iowa
28.894466354,12241,Union,Iowa
14.529470133,7044,Van Buren,Iowa
18.44680705,7381,Worth,Iowa
9.1391632427,4894,Ringgold,Iowa
8.5066598383,3602,Adams,Iowa
12.563443789,7152,Adair,Iowa
12.407403201,5496,Audubon,Iowa
